Conut - Tyre,,,,
Sales by Items By Group,,,,
NUTELLA SPREAD CHIMNEY.,,1205.0,0.00,
LOTUS SPREAD CHIMNEY.,,70.0,0.00,
WHITE CHOCOLATE SPREAD CHIMNEY.,,184.0,0.00,
PISTACHIO SPREAD CHIMNEY.,,19.0,"1,132,297.28",
30-Jan-26,Years:2025 Months:0,,Page 15 of, 45
Description,Barcode,Qty,Total Amount,
NO SPREAD,,68.0,0.00,
Total by Group: Free Chimney Cake Spreads,,1546.0,"1,132,297.28",
Total by Division: Free Chimney Cake Spreads,,1546.0,"1,132,297.28",
Division: Holder,,,,
Group: Holders,,,,
ARGENTINA,,1.0,0.00,
ENGLAND HOLDER,,1.0,0.00,
Total by Group: Holders,,2.0,0.00,
Total by Division: Holder,,2.0,0.00,
Division: ITEMS,,,,
Group: ITEMS,,,,
CLASSIC CHIMNEY,,260.0,"154,945,947.70",
MINI THE ONE,,153.0,"77,604,082.20",
MINI THE ORIGINAL,,100.0,"47,675,675.04",
CONUT THE ORIGINAL,,374.0,"323,429,136.08",
CHIMNEY THE ORIGINAL,,182.0,"216,924,324.11",
CONUT THE ONE,,554.0,"495,231,082.62",
CHIMNEY THE ONE,,870.0,"1,088,793,241.51",
MINI PISTACHIO,,36.0,"22,550,594.80",
CONUT PISTACHIO,,104.0,"105,363,243.37",
CHIMNEY PISTACHIO,,116.0,"165,911,350.84",
MINI BOSTON CHEESECAKE,,40.0,"21,454,053.77",
CONUT BOSTON CHEESECAKE,,82.0,"75,799,027.17",
CHIMNEY BOSTON CHEESECAKE,,75.0,"98,331,080.87",
MINI BERRY MIX,,49.0,"24,853,594.95",
CONUT BERRY MIX,,134.0,"119,785,135.51",
CHIMNEY BERRY MIX,,67.0,"83,849,594.46",
ICE CREAM BOWL,,142.0,"84,624,325.28",
CONUT BITES,,61.0,"39,987,973.34",
CINNAMON SUGAR RINGS,,5.0,"2,085,810.78",
CHOCOLATE CHIPS RINGS,,2.0,"953,513.50",
CONUT TRIPLE CHOCOLATE,,184.0,"170,085,621.94",
MINI TRIPLE CHOCOLATE,,48.0,"25,744,864.52",
CHIMNEY TRIPLE CHOCOLATE,,167.0,"218,950,540.08",
CHIMNEY COMBO.,,14.0,"55,065,405.49",
CONUT COMBO,,18.0,"49,344,324.20",
THE SHARING BOX.,,41.0,"68,414,594.87",
30-Jan-26,Years:2025 Months:0,,Page 16 of, 45
Description,Barcode,Qty,Total Amount,
THE ONE CONUT,,18.0,0.00,
THE ONE MINI,,40.0,0.00,
THE ONE CHIMNEY,,14.0,0.00,
PISTACHIO CONUT,,18.0,0.00,
PISTACHIO MINI,,40.0,0.00,
PISTACHIO CHIMNEY,,14.0,0.00,
TRIPLE CHOCOLATE CONUT,,18.0,0.00,
TRIPLE CHOCOLATE MINI,,40.0,0.00,
TRIPLE CHOCOLATE CHIMNEY,,14.0,0.00,
BOSTON CHEESECAKE CONUT,,18.0,0.00,
BOSTON CHEESECAKE MINI,,40.0,0.00,
BOSTON CHEESECAKE CHIMNEY,,14.0,0.00,
Total by Group: ITEMS,,4166.0,"3,837,758,139.00",
Total by Division: ITEMS,,4166.0,"3,837,758,139.00",
Division: EXTRA MINI SPREAD,,,,
Group: EXTRA MINI SPREAD,,,,
NUTELLA SPREAD MINI,,1.0,"59,594.59",
"NO SPREAD,.",,35.0,0.00,
Total by Group: EXTRA MINI SPREAD,,36.0,"59,594.59",
Total by Division: EXTRA MINI SPREAD,,36.0,"59,594.59",
Division: EXTRA CONUT SPREAD,,,,
Group: EXTRA CONUT SPREAD,,,,
NUTELLA SPREAD CONUT,,22.0,"1,981,189.15",
LOTUS SPREAD CONUT,,7.0,"630,378.37",
WHITE CHOCOLATE SPREAD CONUT,,4.0,"360,216.21",
PISTACHIO SPREAD CONUT,,1.0,"119,189.19",
NO SPREAD..,,170.0,0.00,
Total by Group: EXTRA CONUT SPREAD,,204.0,"3,090,972.91",
Total by Division: EXTRA CONUT SPREAD,,204.0,"3,090,972.91",
Division: EXTRA CHIMNEY SPREAD,,,,
Group: EXTRA CHIMNEY SPREAD,,,,
NUTELLA SPREAD CHIMNEY,,23.0,"4,112,026.97",
LOTUS SPREAD CHIMNEY,,32.0,"5,721,081.00",
WHITE CHOCOLATE SPREAD CHIMNEY,,13.0,"2,324,189.16",
PISTACHIO SPREAD CHIMNEY,,3.0,"715,135.13",
"NO SPREAD,,",,164.0,0.00,
Total by Group: EXTRA CHIMNEY SPREAD,,235.0,"12,872,432.26",
30-Jan-26,Years:2025 Months:0,,Page 17 of, 45
Description,Barcode,Qty,Total Amount,
Total by Division: EXTRA CHIMNEY SPREAD,,235.0,"12,872,432.26",
Division: MINI/CONUT/BOWL TOPPINGS,,,,
Group: MINI/CONUT/BOWL TOPPINGS,,,,
CRUSHED OREO (R),,6.0,"540,324.31",
CRUSHED LOTUS (R),,2.0,"180,108.10",
BROWNIES (R),,10.0,"900,540.52",
CRISPY CREPE (R),,3.0,"270,162.16",
STRAWBERRIES (R),,33.0,"2,971,783.72",
BLUEBERRIES (P),,15.0,"1,787,837.81",
RASPBERRIES (P),,13.0,"1,549,459.44",
SPRINKLES (R),,6.0,"540,324.31",
WHIPPED  CREAM (P),,3.0,"357,567.56",
SALTED CARAMEL SAUCE (R),,0.0,0.00,
NUTELLA SAUCE (R),,12.0,"1,080,648.63",
PISTACHIO SAUCE (P),,1.0,"119,189.19",
"WHITE CHOCOLATE SAUCE, (R)",,5.0,"450,270.26",
LOTUS SAUCE (R),,3.0,"270,162.16",
DARK CHOCOLATE CHIPS (P),,2.0,"238,378.38",
FRUIT LOOPS (R),,4.0,"360,216.21",
GRANOLA BERRIES (P),,1.0,"119,189.19",
RASPBERRY JAM (P),,3.0,"357,567.56",
CHERRY JAM (P),,1.0,"119,189.19",
GUMMY BEARS (R),,7.0,"630,378.37",
MARSHMALLOWS (R),,6.0,"540,324.31",
Total by Group: MINI/CONUT/BOWL TOPPINGS,,136.0,"13,383,621.38",
Total by Division: MINI/CONUT/BOWL TOPPINGS,,136.0,"13,383,621.38",
Division: CHIMNEY TOPPINGS,,,,
Group: CHIMNEY TOPPINGS,,,,
CRUSHED OREO.,,38.0,"6,793,783.69",
CRUSHED LOTUS.,,23.0,"4,112,026.97",
CRISPY CREPE.,,2.0,"357,567.56",
BROWNIES.,,28.0,"5,005,945.88",
STRAWBERRY.,,128.0,"22,884,324.02",
SPRINKLES.,,6.0,"1,072,702.69",
BLUEBERRIES.,,25.0,"5,959,459.38",
RASPBERRIES.,,21.0,"5,005,945.88",
PEANUT BUTTER CUPS.,,1.0,"238,378.38",
30-Jan-26,Years:2025 Months:0,,Page 18 of, 45
Description,Barcode,Qty,Total Amount,
SALTED CARAMEL SAUCE.,,2.0,"357,567.56",
DARK CHOCOLATE SAUCE.,,3.0,"536,351.34",
NUTELLA SAUCE.,,67.0,"11,978,513.35",
LOTUS SAUCE.,,16.0,"2,860,540.50",
WHIPPED  CREAM.,,9.0,"2,145,405.38",
CARAMEL SAUCE.,,6.0,"1,072,702.69",
PISTACHIO SAUCE.,,6.0,"1,430,270.25",
DARK CHOCOLATE CHIPS.,,3.0,"715,135.13",
FRUIT LOOPS.,,1.0,"178,783.78",
GRANOLA BERRIES.,,4.0,"953,513.50",
RASPBERRY JAM.,,2.0,"476,756.75",
GUMMY BEARS.,,7.0,"1,251,486.47",
MARSHMALLOWS.,,8.0,"1,430,270.25",
SALTED PRETZELS.,,2.0,"357,567.56",
Total by Group: CHIMNEY TOPPINGS,,408.0,"77,174,998.97",
Total by Division: CHIMNEY TOPPINGS,,408.0,"77,174,998.97",
Division: EXTRA DIP,,,,
Group: EXTRA DIP,,,,
NUTELLA DIP (R),,3.0,"357,567.56",
LOTUS DIP (R),,1.0,"119,189.19",
CARAMEL DIP (R),,2.0,"238,378.38",
PASSION FRUIT DIP (P),,1.0,"238,378.38",
PISTACHIO DIP (P),,3.0,"715,135.13",
CHERRY JAM DIP (P),,1.0,"238,378.38",
Total by Group: EXTRA DIP,,11.0,"1,907,027.00",
Total by Division: EXTRA DIP,,11.0,"1,907,027.00",
Division: free mini spread,,,,
Group: FREE MINI SPREAD,,,,
NUTELLA SPREAD MINI.,,284.0,0.00,
LOTUS SPREAD MINI.,,12.0,0.00,
WHITE CHOCOLATE SPREAD MINI.,,53.0,0.00,
PISTACHIO SPREAD MINI.,,1.0,"30,459.46",
NO SPREAD .,,40.0,0.00,
Total by Group: FREE MINI SPREAD,,390.0,"30,459.46",
Total by Division: free mini spread,,390.0,"30,459.46",
Division: FREE CONUT TOP,,,,
Group: FREE CONUT TOP,,,,
30-Jan-26,Years:2025 Months:0,,Page 19 of, 45
Description,Barcode,Qty,Total Amount,
"STRAWBERRY , (R)",,828.0,0.00,
"BLUEBERRIES, (P)",,72.0,"2,193,081.00",
"CRUSHED OREO, (R)",,64.0,0.00,
"CRUSHED LOTUS , (R)",,124.0,0.00,
"SPRINKLES , (R)",,20.0,0.00,
"BROWNIES , (R)",,532.0,0.00,
SALTED CARAMEL SAUCE . (R),,8.0,0.00,
WHIPPED CREAM . (P),,15.0,"456,891.88",
"LOTUS SAUCE , (R)",,27.0,0.00,
"WHITE CHOCOLATE SAUCE , (R)",,21.0,0.00,
"CARAMEL SAUCE , (R)",,367.0,0.00,
NO TOPPINGS.,,98.0,0.00,
"RASPBERRIES, (P)",,41.0,"1,248,837.79",
"DARK CHOCOLATE CHIPS, (P)",,17.0,"517,810.79",
"GRANOLA BERRIES, (P)",,14.0,"426,432.42",
"PEANUT BUTTER CUP , (P)",,7.0,"213,216.21",
PISTACHIO SAUCE . (P),,42.0,"1,279,297.25",
"RASPBERRY JAM , (P)",,3.0,"91,378.38",
"CHERRY JAM, (P)",,5.0,"152,297.29",
GUMMY BEARS . (R),,31.0,0.00,
"MARSHMALLOWS , (R)",,26.0,0.00,
CRISPY CREPE . (R),,11.0,0.00,
"SALTED PRETZELS , (R)",,2.0,0.00,
NUTELLA SAUCE . (R),,693.0,0.00,
"DARK CHOCOLATE SAUCE , (R)",,11.0,0.00,
FRUIT LOOPS . (R),,6.0,0.00,
"WHIPPED CREAM  ,",,95.0,0.00,
SWITCH TO ICE CREAM,,18.0,"6,436,216.13",
PISTACHIO TOPPING,,88.0,0.00,
Total by Group: FREE CONUT TOP,,3286.0,"13,015,459.14",
Total by Division: FREE CONUT TOP,,3286.0,"13,015,459.14",
Division: FREE CHIMNEY TOP,,,,
Group: FREE CHIMNEY TOP,,,,
"SALTED CARAMEL SAUCE,(R)",,2.0,0.00,
"STRAWBERRY,(R)",,969.0,0.00,
BROWNIES . (R),,360.0,0.00,
CRUSHED OREO .(R),,43.0,0.00,
CRUSHED LOTUS .(R),,113.0,0.00,
30-Jan-26,Years:2025 Months:0,,Page 20 of, 45
Description,Barcode,Qty,Total Amount,
SPRINKLES .(R),,1.0,0.00,
"NUTELLA SAUCE,(R)",,505.0,0.00,
"LOTUS SAUCE,(R)",,28.0,0.00,
WHITE CHOCOLATE SAUCE .(R),,73.0,0.00,
"CARAMEL SAUCE, (R)",,463.0,0.00,
NO TOPPINGS,,100.0,0.00,
"BLUEBERRIES , (P)",,34.0,"2,026,216.19",
"RASPBERRIES ,(P)",,23.0,"1,370,675.66",
"DARK CHOCOLATE CHIPS ,(P)",,4.0,"238,378.38",
"PEANUT BUTTER CUPS,(P)",,6.0,"357,567.56",
"WHIPPED CREAM,",,5.0,"297,972.97",
"PISTACHIO SAUCE ,(P)",,35.0,"2,085,810.78",
"RASPBERRY JAM,(P)",,1.0,"59,594.59",
"CHERRY JAM ,(P)",,0.0,0.00,
"GUMMY BEARS ,(R)",,6.0,0.00,
"MARSHMALLOWS,(R)",,7.0,0.00,
"CRISPY CREPE,(R)",,4.0,0.00,
"DARK CHOCOLATE SAUCE,(R)",,4.0,0.00,
"FRUIT LOOPS,(R)",,4.0,0.00,
"WHIPPED CREAM   ,",,53.0,0.00,
"SWITCH TO ICE CREAM,",,9.0,"2,145,405.38",
"PISTACHIO TOPPING,",,103.0,0.00,
Total by Group: FREE CHIMNEY TOP,,2955.0,"8,581,621.51",
Total by Division: FREE CHIMNEY TOP,,2955.0,"8,581,621.51",
Division: FREE MINI TOP,,,,
Group: FREE MINI TOP,,,,
"NUTELLA SAUCE ,(R)",,189.0,0.00,
BLUEBERRIES .(P),,6.0,"182,756.75",
RASPBERRIES .(P),,2.0,"60,918.92",
DARK CHOCOLATE CHIPS .(P),,2.0,"60,918.92",
GRANOLA BERRIES .(P),,1.0,"30,459.46",
PEANUT BUTTER CUP .(P),,1.0,"30,459.46",
"WHIPPED CREAM ,(P)",,6.0,"182,756.75",
"PISTACHIO SAUCE,(P)",,10.0,"304,594.58",
RASPBERRY JAM .(P),,1.0,"30,459.46",
CHERRY JAM .(P),,1.0,"30,459.46",
"GUMMY BEARS,(R)",,3.0,0.00,
MARSHMALLOWS .(R),,6.0,0.00,
30-Jan-26,Years:2025 Months:0,,Page 21 of, 45
Description,Barcode,Qty,Total Amount,
"CRISPY CREPE ,(R)",,1.0,0.00,
STRAWBERRY .(R),,226.0,0.00,
"BROWNIES,(R)",,141.0,0.00,
"CRUSHED OREO ,(R)",,13.0,0.00,
"CRUSHED LOTUS,(R)",,42.0,0.00,
"SPRINKLES,(R)",,3.0,0.00,
LOTUS SAUCE .(R),,5.0,0.00,
"WHITE CHOCOLATE SAUCE  ,(R)",,3.0,0.00,
"CARAMEL SAUCE  ,(R)",,98.0,0.00,
SALTED CARAMEL SAUCE  .(R),,1.0,0.00,
DARK CHOCOLATE SAUCE .(R),,0.0,0.00,
"FRUIT LOOPS ,(R)",,2.0,0.00,
"NO TOPPINGS ,",,11.0,0.00,
WHIPPED CREAM  .,,36.0,0.00,
switch to ice cream.,,8.0,"2,860,540.50",
PISTACHIO TOPPING.,,33.0,0.00,
Total by Group: FREE MINI TOP,,851.0,"3,774,324.25",
Total by Division: FREE MINI TOP,,851.0,"3,774,324.25",
Division: free dip,,,,
Group: free dip,,,,
NUTELLA DIP.(R),,42.0,0.00,
LOTUS DIP.(R),,6.0,0.00,
WHITE CHOCOLATE DIP.(R),,6.0,0.00,
CARAMEL DIP.(R),,1.0,0.00,
SALTED CARAMEL DIP.(R),,5.0,0.00,
DARK CHOCOLATE DIP.(R),,4.0,0.00,
CHERRY JAM DIP.(P),,1.0,"119,189.19",
PISTACHIO DIP.(P),,3.0,"357,567.56",
Total by Group: free dip,,68.0,"476,756.75",
Total by Division: free dip,,68.0,"476,756.75",
Division: coffee type,,,,
Group: coffee type,,,,
DECAF,,8.0,0.00,
REGULAR.,,126.0,0.00,
Total by Group: coffee type,,134.0,0.00,
Total by Division: coffee type,,134.0,0.00,
Division: DRINK TYPE,,,,
30-Jan-26,Years:2025 Months:0,,Page 22 of, 45
Description,Barcode,Qty,Total Amount,
Group: DRINK TYPE,,,,
HOT,,54.0,0.00,
ICED,,40.0,0.00,
Total by Group: DRINK TYPE,,94.0,0.00,
Total by Division: DRINK TYPE,,94.0,0.00,
Division: MILK OPTIONS,,,,
Group: MILK OPTIONS,,,,
MILK OPTIONS,,1.0,0.00,
FULL FAT MILK,,147.0,0.00,
SKIMMED MILK.,,15.0,0.00,
LACTOSE FREE MILK.,,1.0,0.00,
Total by Group: MILK OPTIONS,,164.0,0.00,
Total by Division: MILK OPTIONS,,164.0,0.00,
Division: MARSHMALLOW OPTIONS,,,,
Group: MARSHMALLOW OPTIONS,,,,
TOASTED MARSHMALLOWS,,2.0,"238,378.38",
NO MARSHMALLLOWS,,4.0,0.00,
Total by Group: MARSHMALLOW OPTIONS,,6.0,"238,378.38",
Total by Division: MARSHMALLOW OPTIONS,,6.0,"238,378.38",
Division: CONUT''S FAVORITE,,,,
Group: CONUT''S FAVORITE,,,,
HOT CHOCOLATE,,6.0,"2,860,540.50",
ICED SHAKEN ESPRESSO,,3.0,"1,521,648.67",
MATCHA LATTE,,1.0,"595,945.95",
Total by Group: CONUT''S FAVORITE,,10.0,"4,978,135.13",
Total by Division: CONUT''S FAVORITE,,10.0,"4,978,135.13",
Total by Branch: Conut,,"18,893.00","4,391,472,695.99",
Branch: Conut Jnah,,,,
Division: Hot-Coffee Based,,,,
Group: Hot-Coffee Based,,,,
AMERICAN COFFEE,,46.0,"16,448,107.89",
CAPPUCCINO,,114.0,"47,556,485.85",
CAFFE LATTE,,156.0,"65,077,296.41",
CAFE MOCHA,,47.0,"23,839,162.50",
CARAMEL MACHIATO,,76.0,"40,762,702.16",
CAFFE AMERICANO,,66.0,"20,055,567.27",
SINGLE ESPRESSO,,131.0,"31,227,567.15",
30-Jan-26,Years:2025 Months:0,,Page 23 of, 45
Description,Barcode,Qty,Total Amount,
DOUBLE ESPRESSO,,127.0,"41,710,918.28",
ESPRESSO MACCHIATO,,6.0,"1,970,594.56",
WHITE MOCHA,,15.0,"7,608,243.35",
FLAT WHITE,,8.0,"3,104,216.17",
HOT CHOCOLATE COMBO,,57.0,"37,743,243.21",
Total by Group: Hot-Coffee Based,,849.0,"337,104,104.81",
Group: Free Dressing,,,,
[CARAMEL DRESSING],,71.0,0.00,
[CHOCOLATE DRESSING],,118.0,0.00,
[NO DRESSING],,143.0,0.00,
[STRAWBERRY DRESSING],,28.0,0.00,
[SALTED CARAMEL DRESSING],,16.0,0.00,
Total by Group: Free Dressing,,376.0,0.00,
Group: Free Whipped Cream,,,,
WHIPPED CREAM...,,142.0,0.00,
NO WHIPPED CREAM,,263.0,0.00,
Total by Group: Free Whipped Cream,,405.0,0.00,
Group: CHIMNEY CAKE OPTIONS,,,,
PRESSED,,244.0,0.00,
REGULAR,,47.0,0.00,
Total by Group: CHIMNEY CAKE OPTIONS,,291.0,0.00,
Group: OPTIONS ICE CREAM,,,,
ICE CREAM ON TOP,,158.0,0.00,
ICE CREAM ON THE SIDE,,289.0,0.00,
Total by Group: OPTIONS ICE CREAM,,447.0,0.00,
Total by Division: Hot-Coffee Based,,2368.0,"337,104,104.81",
Division: Bev Add-ons,,,,
Group: Bev Add-ons,,,,
"CARAMEL  SAUCE,",,20.0,"1,801,081.04",
CHOCOLATE SAUCE,,14.0,"1,260,756.73",
HAZELNUT SYRUP,,2.0,"180,108.10",
VANILLA SYRUP,,16.0,"1,440,864.84",
EXTRA ESPRESSO SHOT,,2.0,"180,108.10",
SWEETENED CREAM,,1.0,"90,054.05",
WHITE CHOCOLATE SAUCE,,2.0,"180,108.10",
WHITE CHOCOLATE FLAVOUR,,2.0,"180,108.10",
EXTRA DECAF ESPRESSO SHOT,,1.0,"90,054.05",
STRAWBERRY DRESSING,,1.0,"90,054.05",
30-Jan-26,Years:2025 Months:0,,Page 24 of, 45
Description,Barcode,Qty,Total Amount,
SALTED CARAMEL SYRUP,,2.0,"180,108.10",
Total by Group: Bev Add-ons,,63.0,"5,673,405.29",
Total by Division: Bev Add-ons,,63.0,"5,673,405.29",
Division: Frappes,,,,
Group: Frappes,,,,
MOCHA FRAPPE,,24.0,"12,872,432.26",
CARAMEL MOCHA FRAPPE,,16.0,"8,581,621.51",
HAZELNUT MOCHA FRAPPE,,7.0,"3,754,459.41",
CARAMEL FRAPPE,,81.0,"43,444,458.88",
VANILLA FRAPPE,,11.0,"5,899,864.79",
WHITE MOCHA FRAPPE,,11.0,"5,899,864.79",
HAZELNUT FRAPPE,,7.0,"3,754,459.41",
MATCHA FRAPPE,,10.0,"6,264,054.11",
SALTED CARAMEL FRAPPE,,14.0,"7,508,918.82",
ESPRESSO FRAPPE,,7.0,"3,133,351.31",
TOFFEE NUT FRAPPE,,21.0,"11,263,378.23",
Total by Group: Frappes,,209.0,"112,376,863.50",
Total by Division: Frappes,,209.0,"112,376,863.50",
Division: Shakes,,,,
Group: Shakes,,,,
VANILLA MILKSHAKE,,46.0,"24,672,161.83",
OREO MILKSHAKE,,59.0,"42,192,973.28",
PEANUT BUTTER MILKSHAKE,,2.0,"1,549,459.47",
STRAWBERRY MILKSHAKE,,35.0,"25,029,729.91",
MATCHA MILKSHAKE,,6.0,"5,363,513.53",
SALTED CARAMEL MILKSHAKE,,12.0,"9,296,756.81",
PISTACHIO MILKSHAKE,,11.0,"9,833,108.14",
GRANOLA BERRIES MILKSHAKE,,4.0,"3,098,918.94",
DOUBLE CHOCOLATE MILKSHAKE,,19.0,"14,719,864.95",
FRUIT LOOPS MILKSHAKE,,3.0,"2,324,189.20",
TOFFEE NUT MILKSHAKE,,1.0,"774,729.73",
Total by Group: Shakes,,198.0,"138,855,405.79",
Total by Division: Shakes,,198.0,"138,855,405.79",
Division: Hot and Cold Drinks,,,,
Group: Hot and Cold Drinks,,,,
ICED CHOCOLATE,,11.0,"4,923,837.76",
WATER,,2181.0,"173,301,068.95",
30-Jan-26,Years:2025 Months:0,,Page 25 of, 45
Description,Barcode,Qty,Total Amount,
HOT MILK,,17.0,"3,039,324.28",
VIA SPARKLING WATER,,34.0,"6,078,648.57",
MANGO PASSION,,44.0,"18,355,134.89",
MELON PASSION,,16.0,"6,674,594.51",
WILD BERRIES,,14.0,"5,840,270.19",
WILD BERRIES PASSION,,4.0,"1,668,648.63",
Total by Group: Hot and Cold Drinks,,2321.0,"219,881,527.78",
Group: TEA FLAVORS,,,,
EARL GREY,,5.0,"1,489,864.84",
ENGLISH BREAKFAST,,3.0,"893,918.91",
GREEN TEA,,8.0,"2,383,783.75",
PEPPERMINT TEA,,2.0,"595,945.94",
PEACH ICED TEA,,35.0,"14,600,675.48",
RASPBERRY ICED TEA,,12.0,"5,005,945.88",
Total by Group: TEA FLAVORS,,65.0,"24,970,134.80",
Total by Division: Hot and Cold Drinks,,2386.0,"244,851,662.58",
Division: Conuts,,,,
Group: Conuts,,,,
NO CINNAMON,,22.0,0.00,
Total by Group: Conuts,,22.0,0.00,
Total by Division: Conuts,,22.0,0.00,
Division: Extras and Sides,,,,
Group: Extras and Sides,,,,
ADD ICE CREAM,,276.0,"131,584,863.11",
Total by Group: Extras and Sides,,276.0,"131,584,863.11",
Total by Division: Extras and Sides,,276.0,"131,584,863.11",
Division: Delivery Service,,,,
Group: Delivery,,,,
DELIVERY CHARGE,,270.0,"64,362,161.30",
SEND CUTLERY,,7.0,0.00,
DONT SEND CUTLERY,,1.0,0.00,
TAKE AWAY,,620.0,0.00,
Total by Group: Delivery,,898.0,"64,362,161.30",
Total by Division: Delivery Service,,898.0,"64,362,161.30",
Division: Free Conut Spreads,,,,
Group: Free Conut Spreads,,,,
NUTELLA SPREAD CONUT.,,902.0,0.00,
30-Jan-26,Years:2025 Months:0,,Page 26 of, 45
Description,Barcode,Qty,Total Amount,
LOTUS SPREAD CONUT.,,40.0,0.00,
WHITE CHOCOLATE SPREAD CONUT.,,217.0,0.00,
PISTACHIO SPREAD CONUT.,,2.0,"60,918.92",
NO SPREAD.,,17.0,0.00,
Total by Group: Free Conut Spreads,,1178.0,"60,918.92",
Total by Division: Free Conut Spreads,,1178.0,"60,918.92",
Division: Free Chimney Cake Spreads,,,,
Group: Free Chimney Cake Spreads,,,,
NUTELLA SPREAD CHIMNEY.,,1248.0,0.00,
LOTUS SPREAD CHIMNEY.,,69.0,0.00,
WHITE CHOCOLATE SPREAD CHIMNEY.,,249.0,0.00,
PISTACHIO SPREAD CHIMNEY.,,21.0,"1,251,486.47",
NO SPREAD,,76.0,0.00,
Total by Group: Free Chimney Cake Spreads,,1663.0,"1,251,486.47",
Total by Division: Free Chimney Cake Spreads,,1663.0,"1,251,486.47",
Division: Holder,,,,
Group: Holders,,,,
ARGENTINA,,1.0,0.00,
ENGLAND HOLDER,,1.0,0.00,
Total by Group: Holders,,2.0,0.00,
Total by Division: Holder,,2.0,0.00,
Division: ITEMS,,,,
Group: ITEMS,,,,
CLASSIC CHIMNEY,,291.0,"173,420,272.24",
MINI THE ONE,,255.0,"129,340,136.99",
MINI THE ORIGINAL,,219.0,"104,409,728.34",
CONUT THE ORIGINAL,,313.0,"270,677,325.11",
CHIMNEY THE ORIGINAL,,171.0,"203,813,513.31",
CONUT THE ONE,,486.0,"434,444,595.95",
CHIMNEY THE ONE,,859.0,"1,075,026,890.19",
MINI PISTACHIO,,61.0,"38,210,730.08",
CONUT PISTACHIO,,87.0,"88,140,405.51",
CHIMNEY PISTACHIO,,117.0,"167,341,621.11",
MINI BOSTON CHEESECAKE,,53.0,"28,426,621.24",
CONUT BOSTON CHEESECAKE,,95.0,"87,815,946.11",
CHIMNEY BOSTON CHEESECAKE,,84.0,"110,130,810.58",
MINI BERRY MIX,,122.0,"61,880,379.27",
30-Jan-26,Years:2025 Months:0,,Page 27 of, 45
Description,Barcode,Qty,Total Amount,
CONUT BERRY MIX,,158.0,"141,239,189.63",
CHIMNEY BERRY MIX,,102.0,"127,651,621.42",
ICE CREAM BOWL,,271.0,"161,501,353.18",
CONUT BITES,,50.0,"32,777,027.32",
CINNAMON SUGAR RINGS,,13.0,"5,423,108.04",
CHOCOLATE CHIPS RINGS,,8.0,"3,814,054.00",
CONUT TRIPLE CHOCOLATE,,226.0,"208,909,513.90",
MINI TRIPLE CHOCOLATE,,124.0,"66,507,566.68",
CHIMNEY TRIPLE CHOCOLATE,,240.0,"314,659,458.79",
CHIMNEY COMBO.,,3.0,"11,799,729.75",
CONUT COMBO,,13.0,"35,637,567.47",
THE SHARING BOX.,,47.0,"78,426,486.82",
THE ONE CONUT,,13.0,0.00,
THE ONE MINI,,47.0,0.00,
THE ONE CHIMNEY,,3.0,0.00,
PISTACHIO CONUT,,13.0,0.00,
PISTACHIO MINI,,46.0,0.00,
PISTACHIO CHIMNEY,,3.0,0.00,
TRIPLE CHOCOLATE CONUT,,13.0,0.00,
TRIPLE CHOCOLATE MINI,,47.0,0.00,
TRIPLE CHOCOLATE CHIMNEY,,3.0,0.00,
BOSTON CHEESECAKE CONUT,,13.0,0.00,
BOSTON CHEESECAKE MINI,,47.0,0.00,
BOSTON CHEESECAKE CHIMNEY,,3.0,0.00,
TIRAMISU MINI CONUT,,88.0,"52,443,243.84",
TIRAMISU CONUT,,137.0,"130,631,351.62",
TIRAMISU CHIMNEY,,120.0,"157,329,729.40",
Total by Group: ITEMS,,5064.0,"4,501,829,977.88",
Total by Division: ITEMS,,5064.0,"4,501,829,977.88",
Division: EXTRA MINI SPREAD,,,,
Group: EXTRA MINI SPREAD,,,,
NUTELLA SPREAD MINI,,3.0,"178,783.78",
PISTACHIO SPREAD MINI,,1.0,"90,054.05",
"NO SPREAD,.",,59.0,0.00,
Total by Group: EXTRA MINI SPREAD,,63.0,"268,837.83",
Total by Division: EXTRA MINI SPREAD,,63.0,"268,837.83",
Division: EXTRA CONUT SPREAD,,,,
Group: EXTRA CONUT SPREAD,,,,
30-Jan-26,Years:2025 Months:0,,Page 28 of, 45
Description,Barcode,Qty,Total Amount,
NUTELLA SPREAD CONUT,,16.0,"1,440,864.84",
LOTUS SPREAD CONUT,,6.0,"540,324.31",
WHITE CHOCOLATE SPREAD CONUT,,0.0,0.00,
PISTACHIO SPREAD CONUT,,1.0,"119,189.19",
NO SPREAD..,,167.0,0.00,
Total by Group: EXTRA CONUT SPREAD,,190.0,"2,100,378.34",
Total by Division: EXTRA CONUT SPREAD,,190.0,"2,100,378.34",
Division: EXTRA CHIMNEY SPREAD,,,,
Group: EXTRA CHIMNEY SPREAD,,,,
NUTELLA SPREAD CHIMNEY,,12.0,"2,145,405.38",
LOTUS SPREAD CHIMNEY,,17.0,"3,039,324.28",
WHITE CHOCOLATE SPREAD CHIMNEY,,4.0,"715,135.13",
PISTACHIO SPREAD CHIMNEY,,5.0,"1,191,891.88",
"NO SPREAD,,",,184.0,0.00,
Total by Group: EXTRA CHIMNEY SPREAD,,222.0,"7,091,756.66",
Total by Division: EXTRA CHIMNEY SPREAD,,222.0,"7,091,756.66",
Division: MINI/CONUT/BOWL TOPPINGS,,,,
