report_date,context,section,item,delivery,table,take_away,total
30-Jan-26,,Person_1109,Person_1109,,,,4432049.9
30-Jan-26,,Person_1110,Person_1110,,,,3109049.9
30-Jan-26,,Person_1111,Person_1111,,,,2976750.0
30-Jan-26,,Person_1112,Person_1112,,,,2976750.0
30-Jan-26,,Person_1113,Person_1113,,,,2349060.0
30-Jan-26,,Person_1114,Person_1114,,,,3902850.0
30-Jan-26,,Person_1115,Person_1115,,,,1256850.0
30-Jan-26,,Person_1116,Person_1116,,,,2712149.9
30-Jan-26,,Person_1117,Person_1117,,,,3307499.9
30-Jan-26,,Person_1118,Person_1118,,,,4498199.9
30-Jan-26,,Person_1119,Person_1119,,,,3109049.9
30-Jan-26,,Person_1120,Person_1120,,,,1323000.0
30-Jan-26,,Person_1121,Person_1121,,,,0.0
30-Jan-26,,Person_1122,Person_1122,,,,2116799.9
30-Jan-26,,Person_1123,Person_1123,,,,4299750.0
30-Jan-26,,Person_1124,Person_1124,,,,1886010.0
30-Jan-26,,Person_1125,Person_1125,,,,2249099.9
30-Jan-26,,Person_1126,Person_1126,,,,2182949.9
30-Jan-26,,Person_1127,Person_1127,,,,827610.0
30-Jan-26,,Person_1128,Person_1128,,,,2316720.0
30-Jan-26,,Person_1129,Person_1129,,,,7541100.0
30-Jan-26,,Person_1130,Person_1130,,,,1653750.0
30-Jan-26,,Person_1131,Person_1131,,,,2050649.9
30-Jan-26,,Person_1132,Person_1132,,,,6384210.0
30-Jan-26,,Person_1133,Person_1133,,,,3373649.9
30-Jan-26,,Person_1134,Person_1134,,,,0.0
30-Jan-26,,Person_1135,Person_1135,,,,4432049.9
30-Jan-26,,Person_1136,Person_1136,,,,1984499.9
30-Jan-26,,Person_1137,Person_1137,,,,4564349.9
30-Jan-26,,Person_1138,Person_1138,,,,1587600.0
30-Jan-26,,Person_1139,Person_1139,,,,1653750.0
30-Jan-26,,Person_1140,Person_1140,,,,2812110.0
30-Jan-26,,Person_1141,Person_1141,,,,2910600.0
30-Jan-26,,Person_1142,Person_1142,,,,1653750.0
30-Jan-26,,Person_1143,Person_1143,,,,3902849.9
30-Jan-26,,Person_1144,Person_1144,,,,4365899.9
30-Jan-26,,Person_1145,Person_1145,,,,6085799.9
30-Jan-26,,Person_1146,Person_1146,,,,2116800.0
30-Jan-26,,Person_1147,Person_1147,,,,1918349.9
30-Jan-26,,Person_1148,Person_1148,,,,3307499.9
30-Jan-26,,Person_1149,Person_1149,,,,2646000.0
